cveID,vendorProject,product,vulnerabilityName,dateAdded,shortDescription,requiredAction,dueDate,knownRansomwareCampaignUse,notes,cwes
CVE-2005-2773,"Hewlett Packard (HP)","OpenView Network Node Manager","HP OpenView Network Node Manager Remote Code Execution Vulnerability",2022-03-25,"HP OpenView Network Node Manager could allow a remote attacker to execute arbitrary commands on the system.","Apply updates per vendor instructions.",2022-04-15,Unknown,https://nvd.nist.gov/vuln/detail/CVE-2005-2773,										
